[10/25/2025, 10:29:04 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:08 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:11 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:14 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:25 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:28 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:35 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:37:41 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 10:38:06 AM] [ERROR] [APPROVE_EXPENSE] Status is required
[10/30/2025, 10:38:06 AM] [ERROR] [APPROVE_EXPENSE] Status must be either approved or rejected
[10/30/2025, 10:42:31 AM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 9:53:57 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/30/2025, 9:53:58 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: Socket closed unexpectedly
[10/31/2025, 4:23:42 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:42 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:43 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:43 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:43 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:44 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 4:23:44 PM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[10/31/2025, 9:07:26 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:07:42 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:07:56 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:08:47 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:09:36 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:34:37 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:35:48 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:36:05 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:37:33 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:37:37 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:37:40 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:37:51 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 9:40:44 PM] [ERROR] [UPLOAD_RECEIPT] Invalid user session token
[10/31/2025, 9:41:37 PM] [ERROR] [UPLOAD_RECEIPT] Invalid user session token
[10/31/2025, 11:23:50 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 11:23:52 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
[10/31/2025, 11:23:54 PM] [INFO] [Financial_Api] Server is running on: localhost:5202
